,modelo_celular,menor_preco,data_anuncio,tela,touchscreen,4g,3g,camera traseira,camera selfie,nfc,gravacao de video,dual chip,profundidade,formato,flash embutido,memoria interna,peso,tecnologia,android,ios,wind,brand,sem_recurso,auto rotacao,multitouch,resistente a respingos d'agua,force touch,curva,full hd,resistente a arranhoes,resistente a queda,3d,link_anuncio
1082,smartphone asus zenfone max pro m1 zb602kl desbloqueado 64gb dual chip android preto,1208,2018,6.0,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.8,barra,0,64.0,164.09353233830848,gsm,0.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-pro-m1-zb602kl-desbloqueado-64gb-dual-chip-android-preto/p
1084,smartphone motorola moto g7 plus xt1965 desbloqueado 64gb dual chip android pie 9.0 indigo,1208,2019,6.24,1,1,1,16.0,12.0,1,4k,1,0.82,barra,1,64.0,172.0,gsm,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g7-plus-xt1965-desbloqueado-64gb-dual-chip-android-pie-9-0-indigo/p
1088,smartphone motorola moto z play xt1635 desbloqueado dual chip 32gb android 6.0 branco e dourado,1199,2017,5.5,1,1,1,16.0,5.0,1,full hd,1,0.7,barra,1,32.0,161.0,gsm,6.0,0.0,0.0,motorola,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-z-play-xt1635-desbloqueado-dual-chip-32gb-4g-5-5-android-6-0-branco/p
1089,smartphone sony xperia x f5121 32gb desbloqueado gsm single chip android 6.0 preto,1199,2018,5.0,1,1,1,23.0,13.0,1,full hd,0,0.78,barra,1,32.0,153.0,gsm,6.0,0.0,0.0,sony,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-sony-xperia-x-f5121-32gb-desbloqueado-gsm-single-chip-android-6-0-preto/p
1090,smartphone asus zenfone live zb501kl desbloqueado gsm dual chip 32gb android 6.0 preto,1199,2018,5.0,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.79,barra,1,32.0,120.0,gsm,6.0,0.0,0.0,asus,0,0,0,0,0,1,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-live-zb501kl-desbloqueado-gsm-dual-chip-32gb-android-6-0-preto/p
1092,smartphone motorola moto g7 power xt1955-2 desbloqueado dual chip 64gb android 9.0 azul,1199,2019,6.2,1,1,1,12.0,8.0,1,4k,1,3.422811501597444,barra,0,64.0,171.99525423728812,gsm,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g7-power-xt1955-2-desbloqueado-dual-chip-64gb-android-9-0-azul/p
1093,smartphone lenovo vibe k5 a6020 desbloqueado gsm 16gb 4g dual chip android 5.1 dourado,1199,2016,5.0,1,1,1,13.0,5.0,0,full hd,1,0.82,barra,1,16.0,150.0,gsm,5.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lenovo-vibe-k5-desbloqueado-gsm-16gb-4g-dual-chip-android-5-1-dourado/p
1094,smartphone motorola moto g7 xt1962-4 desbloqueado 64gb dual chip android 9.0 pie polar,1199,2019,6.24,1,1,1,12.0,8.0,0,4k,1,0.79,barra,1,64.0,174.0,gsm,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g7-xt1962-4-desbloqueado-64gb-dual-chip-android-9-0-pie-polar/p
1097,smartphone motorola one xt1941 desbloqueado 64gb dual chip android 8.1 preto,1199,2018,5.9,1,1,1,13.0,8.0,1,rec_capacity_not_informed,1,0.8,barra,0,64.0,162.0,gsm,8.1,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-one-xt1941-desbloqueado-64gb-dual-chip-android-8-1-preto/p
1098,smartphone asus zenfone max pro m1 desbloqueado dual chip 32gb android 8.0 azul,1199,2018,6.0,1,1,1,13.0,8.0,0,4k,1,0.84,barra,1,32.0,180.0,gsm,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-pro-m1-desbloqueado-dual-chip-32gb-android-8-0-azul/p
1101,smartphone motorola moto g7 power xt1955-1 desbloqueado 64gb android 9.0 pie lilas,1199,2019,6.2,1,1,1,12.0,8.0,0,4k,1,0.93,barra,1,64.0,193.0,gsm,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g7-power-xt1955-1-desbloqueado-64gb-android-9-0-pie-lilas/p
1103,smartphone lg q7+ lmq610ba desbloqueado dual chip 64gb tv android 8.1 preto,1198,2018,5.5,1,1,1,16.0,5.0,1,full hd,1,0.79,barra,0,64.0,164.09353233830848,gsm,8.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-q7-lmq610ba-desbloqueado-dual-chip-64gb-tv-android-8-1-preto/p
1105,"smartphone samsung galaxy a01 sm-a015m 16gb tela 5.7"" android 10 vermelho",1189,2020,5.7,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.83,barra,1,16.0,148.0,tec_not_informed,10.0,0.0,0.0,samsung,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a01-sm-a015m-16gb-tela-5-7-android-10-vermelho/p
1106,"smartphone huawei desfrute 8e 5.7"" 32gb android 8.0 azul",1182,2020,5.7,1,1,1,13.0,5.0,0,rec_capacity_not_informed,0,3.96212962962963,barra,0,32.0,161.71428571428572,tec_not_informed,8.0,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-desfrute-8e-5-7-32gb-android-8-0-azul/p
1107,"smartphone asus zenfone zoom z3560 64gb 4g single chip android 5.0 tela 5.5"" preto",1174,2017,5.5,1,1,1,13.0,5.0,1,full hd,0,1.2,barra,1,64.0,185.0,gsm,5.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-zoom-z3560-64gb-4g-single-chip-android-5-0-tela-5-5-preto/p
1109,smartphone motorola moto g8 xt2045 desbloqueado dual chip 64gb android 10 branco prisma,1169,2020,6.4,1,1,1,16.0,8.0,0,rec_capacity_not_informed,1,0.9,barra,0,64.0,188.0,gsm,10.0,0.0,0.0,motorola,0,0,1,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g8-xt2045-desbloqueado-dual-chip-64gb-android-10-branco-prisma/p
1111,smartphone motorola moto g8 xt2045 desbloqueado 64gb azul capri,1169,2020,6.4,1,0,1,16.0,0.0,0,rec_capacity_not_informed,0,3.96212962962963,barra,0,64.0,161.71428571428572,gsm,0.0,0.0,0.0,motorola,0,0,1,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g8-xt2045-desbloqueado-64gb-azul-capri/p
1113,smartphone asus zenfone max m2 zb555kl desbloqueado dual chip 64gb android 8.1 preto,1169,2020,5.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.87,barra,0,64.0,161.71428571428572,gsm,8.1,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-m2-zb555kl-desbloqueado-dual-chip-64gb-android-8-1-preto/p
1118,smartphone xiaomi redmi 7a desbloqueado 32gb azul fosco,1154,2020,5.45,1,1,1,13.0,5.0,0,full hd,1,3.96212962962963,barra,1,32.0,161.71428571428572,gsm,0.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-7a-desbloqueado-32gb-azul-fosco/p
1119,smartphone motorola moto g5s plus xt1802 desbloqueado gsm 32gb dual chip tv digital android 7.1 ouro rose,1149,2017,5.5,1,1,1,13.0,8.0,1,rec_capacity_not_informed,1,0.8,barra,1,32.0,170.0,gsm,7.1,0.0,0.0,motorola,0,0,0,1,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g5s-plus-xt1802-desbloqueado-gsm-32gb-dual-chip-tv-digital-android-7-1-ouro-rose/p
1121,smartphone motorola moto g5s plus xt1802 desbloqueado gsm 32gb dual chip tv digital android 7.1 platinum,1149,2017,5.5,1,1,1,13.0,8.0,1,rec_capacity_not_informed,1,0.8,barra,1,32.0,170.0,gsm,7.1,0.0,0.0,motorola,0,0,0,1,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g5s-plus-xt1802-desbloqueado-gsm-32gb-dual-chip-tv-digital-android-7-1-platinum/p
1123,smartphone samsung galaxy a20s sm-a207m desbloqueado 32gb android 9.0 preto + cartao de memoria 32gb,1149,2020,6.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.8,barra,1,32.0,178.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a20s-sm-a207m-desbloqueado-32gb-android-9-0-preto-cartao-de-memoria-32gb/p
1124,smartphone samsung galaxy a20s sm-a207m desbloqueado 32gb android 9.0 azul + cartao de memoria 32 gb,1149,2020,6.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.8,barra,1,32.0,178.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a20s-sm-a207m-desbloqueado-32gb-android-9-0-azul-cartao-de-memoria-32-gb/p
1125,smartphone samsung galaxy a20s sm-a207m desbloqueado 32gb android 9.0 vermelho + cartao de memoria 32gb,1129,2020,6.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.8,barra,1,32.0,178.0,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a20s-sm-a207m-desbloqueado-32gb-android-9-0-vermelho-cartao-de-memoria-32gb/p
1126,smartphone asus zenfone max pro m1 desbloqueado dual chip 32gb android 8.0 prata,1115,2018,6.0,1,1,1,13.0,8.0,0,4k,1,0.84,barra,0,32.0,180.0,gsm,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-pro-m1-desbloqueado-dual-chip-32gb-android-8-0-prata/p
1127,"smartphone lg k41s lm-k410 32gb 6.55"" desbloqueado dual chip android 9.0 pie titanio",1115,2020,6.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,1,32.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k41s-lm-k410-32gb-6-55-desbloqueado-dual-chip-android-9-0-pie-titanio/p
1129,smartphone motorola one macro xt2016-2 64gb desbloqueado android 9.0 ultra violeta,1101,2019,6.2,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.9,barra,0,64.0,183.0,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-one-macro-xt2016-2-64gb-desbloqueado-android-9-0-ultra-violeta/p
1130,smartphone lenovo k8 plus xt1902 desbloqueado gsm 32gb android 7.1 branco e dourado,1100,2018,5.2,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.89,barra,1,32.0,165.0,gsm,7.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lenovo-k8-plus-xt1902-desbloqueado-gsm-32gb-android-7-1-branco-e-dourado/p
1132,smartphone motorola moto g6 xt1925 desbloqueado dual chip 32gb android 8.0 indigo,1099,2018,5.7,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.83,barra,1,32.0,162.0,tec_not_informed,8.0,0.0,0.0,motorola,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g6-xt1925-desbloqueado-dual-chip-32gb-android-8-0-indigo/p
1134,smartphone samsung galaxy a7 2016 duos sm-a710m/ds desbloqueado gsm dual chip 4g android 5.1 16gb,1099,2016,5.5,1,1,1,13.0,5.0,1,full hd,1,0.74,barra,1,16.0,155.0,gsm,5.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a7-2016-duos-sm-a710m-ds-desbloqueado-gsm-dual-chip-4g-android-5-1-16gb/p
1135,smartphone asus zenfone 3 ze520kl 4g desbloqueado gsm dual chip 16gb android 6.0 preto,1099,2017,5.2,1,1,1,16.0,8.0,0,4k,1,0.76,barra,1,16.0,150.0,gsm,6.0,0.0,0.0,asus,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-3-ze520kl-4g-desbloqueado-gsm-dual-chip-16gb-android-6-0-preto/p
1136,smartphone asus zenfone 3 ze520kl 4g android 6.0 desbloqueado gsm dual chip 16gb dourado,1099,2017,5.2,1,1,1,16.0,8.0,0,4k,1,0.76,barra,1,16.0,150.0,gsm,6.0,0.0,0.0,asus,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-3-ze520kl-4g-android-6-0-desbloqueado-gsm-dual-chip-16gb-dourado/p
1137,smartphone motorola moto g6 play xt1922 desbloqueado dual chip 32gb android 8.0 preto,1099,2019,5.7,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.89,barra,1,32.0,170.0,gsm,8.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g6-play-xt1922-desbloqueado-dual-chip-32gb-android-8-0-preto/p
1138,"smartphone quantum muv pro q5 4g 6.0 marshmallow 32gb tela 5.5"" azul",1099,2017,5.5,1,0,0,16.0,8.0,0,rec_capacity_not_informed,0,0.82,barra,1,32.0,148.0,tec_not_informed,6.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-quantum-muv-pro-q5-4g-6-0-marshmallow-32gb-tela-5-5-azul/p
1142,smartphone zenfone asus max plus m2 zb634kl desbloqueado 32gb dual chip android 8.0 vermelho,1099,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,0,32.0,165.0,gsm,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-zenfone-asus-max-plus-m2-zb634kl-desbloqueado-32gb-dual-chip-android-8-0-vermelho/p
1143,smartphone samsung galaxy j7 prime 2 sm-g611mt desbloqueado gsm dual chip 32gb tv digital android 7.1 dourado,1099,2018,5.5,1,1,1,13.0,13.0,1,hd,1,0.8,barra,1,32.0,170.0,gsm,7.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j7-prime-2-sm-g611mt-desbloqueado-gsm-dual-chip-32gb-tv-digital-android-7-1-dourado/p
1144,smartphone samsung galaxy a30 sm-a305gt/6dl desbloqueado 64gb dual chip android 9.0 preto,1099,2019,6.4,1,1,1,16.0,16.0,0,4k,1,0.78,barra,1,64.0,165.0,gsm,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a30-sm-a305gt-6dl-desbloqueado-64gb-dual-chip-android-9-0-preto/p
1145,smartphone motorola moto e6 plus xt2025-1 desbloqueado 64gb dual chip android pie 9.0 cinza,1099,2019,6.1,1,1,1,13.0,8.0,1,hd,1,3.422811501597444,barra,0,64.0,171.99525423728812,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-e6-plus-xt2025-1-desbloqueado-64gb-dual-chip-android-pie-9-0-cinza/p
1147,smartphone blu g9 g0130ww desbloqueado dual chip 64gb android 9.0 preto,1099,2019,6.3,1,0,1,16.0,16.0,0,rec_capacity_not_informed,1,3.422811501597444,barra,1,64.0,171.99525423728812,gsm,9.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-blu-g9-g0130ww-desbloqueado-dual-chip-64gb-android-9-0-preto/p
1148,smartphone zenfone asus max plus m2 zb634kl-4d004br desbloqueado 32gb dual chip android 8.0 prata,1099,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,0,32.0,165.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-zenfone-asus-max-plus-m2-zb634kl-4d004br-desbloqueado-32gb-dual-chip-android-8-0-prata/p
1149,smartphone xiaomi redmi 7a desbloqueado 32gb dual chip android 9.0 preto,1099,2019,5.45,1,1,1,13.0,5.0,0,full hd,1,3.422811501597444,barra,1,32.0,171.99525423728812,gsm,0.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-7a-desbloqueado-32gb-dual-chip-android-9-0-preto/p
1150,smartphone zenfone asus max plus m2 zb634kl-4d004br desbloqueado 32gb dual chip android 8.0 azul,1099,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,0,32.0,165.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-zenfone-asus-max-plus-m2-zb634kl-4d004br-desbloqueado-32gb-dual-chip-android-8-0-azul/p
1151,smartphone samsung galaxy a30 sm-a305gt/6dl desbloqueado 64gb dual chip android 9.0 branco,1099,2019,6.4,1,1,1,16.0,16.0,0,4k,1,0.78,barra,1,64.0,165.0,gsm,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a30-sm-a305gt-6dl-desbloqueado-64gb-dual-chip-android-9-0-branco/p
1152,smartphone xiaomi redmi s2 desbloqueado gsm 32gb android 8.1 cinza,1099,2018,5.99,1,1,1,12.0,16.0,0,rec_capacity_not_informed,1,81.0,barra,1,32.0,165.0,gsm,8.1,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-s2-desbloqueado-gsm-32gb-android-8-1-cinza/p
1153,smartphone motorola moto x4 xt1900 desbloqueado gsm 32gb dual chip android 7.1 preto,1099,2017,5.2,1,1,1,12.0,8.0,1,rec_capacity_not_informed,1,0.8,barra,1,32.0,163.0,gsm,7.1,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-x4-xt1900-desbloqueado-gsm-32gb-dual-chip-android-7-1-preto/p
1154,smartphone xiaomi redmi s2 desbloqueado gsm 32gb android 8.1 dourado,1099,2018,5.99,1,1,1,12.0,16.0,0,rec_capacity_not_informed,0,81.0,barra,1,32.0,165.0,gsm,8.1,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-s2-desbloqueado-gsm-32gb-android-8-1-dourado/p
1157,smartphone samsung galaxy j7 prime 2 sm-g611m desbloqueado dual chip 32gb tv digital android 7.1,1099,2018,5.5,1,1,1,13.0,13.0,1,full hd,1,0.8,barra,1,32.0,170.0,gsm,7.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j7-prime-2-sm-g611m-desbloqueado-dual-chip-32gb-tv-digital-android-7-1/p
1158,smartphone samsung galaxy a30 sm-a305gt/6dl desbloqueado 64gb dual chip android 9.0 azul,1099,2019,6.4,1,1,1,16.0,16.0,0,4k,1,0.78,barra,1,64.0,165.0,gsm,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a30-sm-a305gt-6dl-desbloqueado-64gb-dual-chip-android-9-0-azul/p
1159,smartphone samsung galaxy a10s desbloqueado dual chip 32gb android 9 azul + cartao de memoria 32gb,1099,2020,6.2,1,1,1,13.0,8.0,0,full hd,1,3.96212962962963,barra,1,32.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-a10s-desbloqueado-dual-chip-32gb-android-9-azul-cartao-de-memoria-32gb/p
1161,smartphone asus zenfone max shot zb634kl desbloqueado dual chip 64gb android 8.0 preto,1099,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,1,64.0,165.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-shot-zb634kl-desbloqueado-dual-chip-64gb-android-8-0-preto/p
1162,smartphone lg g4 dual h818p desbloqueado gsm 4g android 5.0 32gb dourado,1099,2015,5.5,1,1,1,16.0,8.0,1,4k,1,0.98,barra,1,32.0,155.0,gsm,2.3,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-g4-dual-h818p-desbloqueado-gsm-4g-android-5-0-32gb-dourado/p
1163,smartphone asus zenfone max m3 desbloqueado dual chip 64gb android 9.0 preto,1099,2020,5.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.87,barra,0,64.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-m3-desbloqueado-dual-chip-64gb-android-9-0-preto/p
1165,smartphone xiaomi redmi 5 plus desbloqueado gsm dual chip 64gb android 7.1 azul,1090,2018,5.99,1,0,1,12.0,5.0,0,full hd,1,0.8,barra,1,64.0,180.0,gsm,7.1,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-5-plus-desbloqueado-gsm-dual-chip-64gb-android-7-1-azul/p
1168,smartphone multilaser ms80 desbloqueado gsm 32gb android 7.1 preto,1089,2018,5.7,1,1,1,20.0,8.0,0,rec_capacity_not_informed,0,3.116301369863014,barra,1,32.0,164.09353233830848,gsm,7.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms80-desbloqueado-gsm-32gb-android-7-1-preto/p
1173,smartphone motorola moto g6 xt1925 desbloqueado dual chip 64gb android 8.0 preto,1079,2018,5.7,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.83,barra,1,64.0,162.0,tec_not_informed,8.0,0.0,0.0,motorola,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g6-xt1925-desbloqueado-dual-chip-64gb-android-8-0-preto/p
1174,smartphone motorola moto e6 plus xt2025-1 desbloqueado 64gb dual chip android pie 9.0 azul netuno,1079,2019,6.1,1,1,1,13.0,8.0,1,hd,1,3.422811501597444,barra,0,64.0,171.99525423728812,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-e6-plus-xt2025-1-desbloqueado-64gb-dual-chip-android-pie-9-0-azul-netuno/p
1176,smartphone multilaser ms80 nb724 desbloqueado gsm dual chip 64gb android 7.1 preto,1070,2018,5.7,1,1,1,16.0,20.0,0,rec_capacity_not_informed,1,3.116301369863014,barra,1,64.0,164.09353233830848,gsm,7.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms80-nb724-desbloqueado-gsm-dual-chip-64gb-android-7-1-preto/p
1177,smartphone lenovo vibe k6 plus desbloqueado gsm dual chip 32gb android 6.0 dourado,1057,2016,5.5,1,1,1,16.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,1,32.0,169.0,gsm,6.0,0.0,0.0,other,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-lenovo-vibe-k6-plus-desbloqueado-gsm-dual-chip-32gb-android-6-0-dourado/p
1180,smartphone lg k12 prime desbloqueado 32gb android 9.0 azul,1049,2020,6.26,1,1,1,16.0,13.0,0,rec_capacity_not_informed,0,0.88,barra,0,32.0,170.0,gsm,9.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k12-prime-desbloqueado-32gb-android-9-0-azul/p
1182,smartphone xiaomi redmi 8a desbloqueado 32gb dual chip android 9.0 azul,1039,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.94,barra,1,32.0,188.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8a-desbloqueado-32gb-dual-chip-android-9-0-azul/p
1184,smartphone xiaomi redmi 8a desbloqueado 32gb dual chip android 9.0 preto,1035,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.94,barra,1,32.0,188.0,tec_not_informed,9.0,0.0,0.0,xiaomi,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-xiaomi-redmi-8a-desbloqueado-32gb-dual-chip-android-9-0-preto/p
1185,smartphone motorola moto g7 plus xt1965-2 desbloqueado 64gb dual chip android pie 9.0 rubi,1034,2019,6.24,1,1,1,16.0,12.0,1,4k,1,0.82,barra,1,64.0,172.0,gsm,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g7-plus-xt1965-2-desbloqueado-64gb-dual-chip-android-pie-9-0-rubi/p
1188,smartphone zenfone asus max plus m2 zb634kl-4d004br desbloqueado 32gb dual chip android 8.0 preto,1022,2019,6.2,1,1,1,12.0,8.0,0,rec_capacity_not_informed,1,0.84,barra,0,32.0,165.0,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-zenfone-asus-max-plus-m2-zb634kl-4d004br-desbloqueado-32gb-dual-chip-android-8-0-preto/p
1191,smartphone huawei honor 7s desbloqueado 16gb dual chip android 8.1 dourado,1012,2019,5.45,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.83,barra,1,16.0,171.99525423728812,gsm,8.1,0.0,0.0,huawei,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-huawei-honor-7s-desbloqueado-16gb-dual-chip-android-8-1-dourado/p
1193,smartphone motorola moto g8 play xt2015-2 desbloqueado 32gb android 9.0 vermelho magenta,1003,2019,6.2,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.9,barra,1,32.0,183.0,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g8-play-xt2015-2-desbloqueado-32gb-android-9-0-vermelho-magenta/p
1195,smartphone asus zenfone 3 max zc553kl desbloqueado gsm dual chip 32gb 2gb android 6.0 cinza,999,2017,5.5,1,1,1,16.0,8.0,0,hd,1,0.83,barra,1,32.0,175.0,gsm,6.0,0.0,0.0,asus,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-3-max-zc553kl-desbloqueado-gsm-dual-chip-32gb-2gb-android-6-0-cinza/p
