,modelo_celular,menor_preco,data_anuncio,tela,touchscreen,4g,3g,camera traseira,camera selfie,nfc,gravacao de video,dual chip,profundidade,formato,flash embutido,memoria interna,peso,tecnologia,android,ios,wind,brand,sem_recurso,auto rotacao,multitouch,resistente a respingos d'agua,force touch,curva,full hd,resistente a arranhoes,resistente a queda,3d,link_anuncio,cluster
1459,smartphone samsung galaxy s iii mini desbloqueado gsm android branco,699,2014,4.8,1,0,1,8.0,0.0,0,rec_capacity_not_informed,0,2.046153846153845,barra,1,16.0,133.0,gsm,2.3,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s-iii-mini-desbloqueado-gsm-android-branco/p,116
1460,smartphone positivo twist 3 pro s533 desbloqueado 64gb dual chip android oreo grafite,699,2020,5.7,1,0,1,8.0,8.0,0,rec_capacity_not_informed,1,0.95,barra,1,64.0,165.0,tec_not_informed,8.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-3-pro-s533-desbloqueado-64gb-dual-chip-android-oreo-grafite/p,93
1461,"smartphone motorola g7 play edicao especial 5.7"" 32gb indigo",699,2019,5.7,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.79,barra,1,32.0,149.0,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-g7-play-edicao-especial-5-7-32gb-indigo/p,1
1462,smartphone positivo twist 2 pro s532 desbloqueado gsm aurora,699,2019,5.7,1,1,1,8.0,8.0,0,4k,1,3.422811501597444,barra,0,32.0,171.99525423728812,gsm,0.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-2-pro-s532-desbloqueado-gsm-aurora/p,94
1463,smartphone motorola moto g7 play xt1952-2 desbloqueado dual chip 32gb indigo,699,2019,5.7,1,1,1,13.0,8.0,0,4k,1,0.79,barra,1,32.0,149.0,gsm,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-g7-play-xt1952-2-desbloqueado-dual-chip-32gb-indigo/p,68
1464,smartphone multilaser ms60 colors dual p9005 desbloqueado gsm 4g 16gb dual chip android 5.1 + 2 capas + 1 microsd 16gb,699,2016,5.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.8,barra,1,16.0,110.0,gsm,5.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms60-colors-dual-p9005-desbloqueado-gsm-4g-16gb-dual-chip-android-5-1-2-capas-1-microsd-16gb/p,215
1466,smartphone samsung galaxy j6 sm-j600gt/3dl desbloqueado gsm 64gb tv digital dual chip android 8.0 prata,699,2018,5.6,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.82,barra,1,64.0,154.0,gsm,8.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j6-sm-j600gt-3dl-desbloqueado-gsm-64gb-tv-digital-dual-chip-android-8-0-prata/p,75
1467,smartphone samsung galaxy j2 core sm-j260m desbloqueado gsm dual chip 16gb android 8.1 prata + cartao de memoria 32gb,699,2019,5.0,1,1,1,8.0,5.0,0,full hd,1,0.8,barra,1,16.0,154.0,gsm,8.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j2-core-sm-j260m-desbloqueado-gsm-dual-chip-16gb-android-8-1-prata-cartao-de-memoria-32gb/p,21
1468,smartphone tcl t7 5186d desbloqueado gsm dual chip 32gb android 7.0 preto,699,2018,5.7,1,1,1,0.0,13.0,0,rec_capacity_not_informed,1,0.84,barra,1,32.0,144.0,gsm,7.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-tcl-t7-5186d-desbloqueado-gsm-dual-chip-32gb-android-7-0-preto/p,215
1469,smartphone lg q6+ lgm700tv desbloqueado gsm dual chip 64gb tv digital android 7.0 rose gold,699,2017,5.5,1,1,1,13.0,5.0,1,full hd,1,81.0,barra,1,64.0,150.0,gsm,7.0,0.0,0.0,lg,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-lg-q6-lgm700tv-desbloqueado-gsm-dual-chip-64gb-tv-digital-android-7-0-rose-gold/p,38
1470,"smartphone motorola g7 play edicao especial 5.7"" 32gb ouro",699,2019,5.7,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.79,barra,1,32.0,149.0,tec_not_informed,9.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-g7-play-edicao-especial-5-7-32gb-ouro/p,1
1477,smartphone multilaser ms50g p9510 desbloqueado gsm dual chip 8gb android 8.1 prata e preto + cartao 32gb,692,2019,5.5,1,0,1,8.0,5.0,0,hd,1,0.92,barra,1,8.0,170.0,gsm,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms50g-p9510-desbloqueado-gsm-dual-chip-8gb-android-8-1-prata-e-preto-cartao-32gb/p,55
1479,smartphone positivo twist s511 desbloqueado gsm 16gb dual chip android 7.0 rosa,688,2018,5.0,1,0,1,8.0,5.0,0,rec_capacity_not_informed,1,0.95,barra,1,16.0,175.0,gsm,7.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-s511-desbloqueado-gsm-16gb-dual-chip-android-7-0-rosa/p,6
1480,smartphone asus zenfone live l2 za550kl desbloqueado 32gb dual chip android 8.0 dourado,677,2020,5.5,1,0,1,13.0,5.0,0,rec_capacity_not_informed,1,0.82,barra,0,32.0,161.71428571428572,tec_not_informed,8.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-live-l2-za550kl-desbloqueado-32gb-dual-chip-android-8-0-dourado/p,134
1481,smartphone multilaser ms60x plus nb740 desbloqueado 16gb android 8.1 dourado e branco,669,2020,5.7,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,1,16.0,161.71428571428572,tec_not_informed,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms60x-plus-nb740-desbloqueado-16gb-android-8-1-dourado-e-branco/p,1
1482,smartphone multilaser ms60f p9055 desbloqueado dual chip gsm 16gb android 7.0 preto e prata + capa protetora,662,2018,5.5,1,1,1,8.0,8.0,0,rec_capacity_not_informed,1,3.1163013698630135,barra,1,16.0,164.09353233830848,gsm,7.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms60f-p9055-desbloqueado-dual-chip-gsm-16gb-android-7-0-preto-e-prata-capa-protetora/p,75
1483,smartphone multilaser nb230 desbloqueado gsm dual chip 16gb android 5.0 preto,660,2017,5.5,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,9.176614173228346,barra,1,16.0,154.9047619047619,gsm,5.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-nb230-desbloqueado-gsm-dual-chip-16gb-android-5-0-preto/p,75
1484,smartphone alcatel one touch pop c9 ot 7047a desbloqueado gsm dual chip cinza,659,2015,5.5,1,0,1,8.0,0.0,0,full hd,1,0.95,barra,1,4.0,185.0,gsm,2.3,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-alcatel-one-touch-pop-c9-ot-7047a-desbloqueado-gsm-dual-chip-cinza/p,167
1485,smartphone samsung galaxy j2 prime tv g532m desbloqueado gsm dual chip 4g 16gb android 6.0 dourado,659,2017,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,0.87,barra,1,16.0,160.0,gsm,6.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j2-prime-tv-g532m-desbloqueado-gsm-dual-chip-4g-16gb-android-6-0-dourado/p,75
1487,smartphone multilaser ms60x plus nb739 desbloqueado 16gb android 8.1 preto,655,2020,5.7,1,0,1,13.0,8.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,1,16.0,161.71428571428572,tec_not_informed,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms60x-plus-nb739-desbloqueado-16gb-android-8-1-preto/p,93
1489,smartphone positivo twist mini s430 desbloquedo gsm dual chip 8gb android 6.0 cinza,654,2017,4.0,1,1,1,8.0,1.3,0,rec_capacity_not_informed,1,1.0,barra,1,8.0,110.0,gsm,6.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-mini-s430-desbloquedo-gsm-dual-chip-8gb-android-6-0-cinza/p,100
1490,smartphone alcatel pixi4 8050e desbloqueado gsm dual chip 8gb android 5.1 preto,650,2017,6.0,1,0,1,13.0,8.0,0,rec_capacity_not_informed,1,0.79,barra,1,8.0,170.0,gsm,5.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-alcatel-pixi4-8050e-desbloqueado-gsm-dual-chip-8gb-android-5-1-preto/p,221
1491,smartphone samsung galaxy j2 duos sm-j200m 4g desbloqueado oi gsm android 5.1 preto,649,2016,4.7,1,1,1,5.0,2.0,0,hd,1,0.8,barra,1,8.0,130.0,gsm,5.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j2-duos-sm-j200m-4g-desbloqueado-oi-gsm-android-5-1-preto/p,179
1492,smartphone sony xperia e5 desbloqueado gsm 16gb android 6.0 preto,649,2016,5.0,1,1,1,13.0,5.0,1,rec_capacity_not_informed,0,0.82,barra,1,16.0,147.0,gsm,6.0,0.0,0.0,sony,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-sony-xperia-e5-desbloqueado-gsm-16gb-android-6-0-preto/p,33
1493,smartphone motorola moto e4 plus xt1773 16gb 5.5'' dual chip android 7.0 4g desbloqueado gsm ouro,649,2017,5.5,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.96,barra,1,16.0,198.0,gsm,7.0,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-e4-plus-xt1773-16gb-5-5-dual-chip-android-7-0-4g-desbloqueado-gsm-ouro/p,183
1494,smartphone motorola moto e5 play xt1920 desbloqueado gsm 16gb android 8.1 preto,649,2018,5.3,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,0.92,barra,1,16.0,145.0,gsm,8.1,0.0,0.0,motorola,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-motorola-moto-e5-play-xt1920-desbloqueado-gsm-16gb-android-8-1-preto/p,215
1495,smartphone lg k11 alpha lmx410btw desbloqueado gsm 16gb dual chip android 7.1 preto + cartao de 16gb,649,2019,5.3,1,1,1,8.0,5.0,0,hd,1,0.87,barra,1,16.0,171.99525423728812,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k11-alpha-lmx410btw-desbloqueado-gsm-16gb-dual-chip-android-7-1-preto-cartao-de-16gb/p,55
1496,smartphone lg k11+ lmx410bcw desbloqueado gsm 32gb dual chip android 7.1 azul,649,2018,5.3,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,3.1163013698630135,barra,1,32.0,163.0,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k11-lmx410bcw-desbloqueado-gsm-32gb-dual-chip-android-7-1-azul/p,75
1497,smartphone samsung galaxy j4 j400m desbloqueado dual chip gsm 16gb android 8.0 preto,649,2018,5.5,1,1,1,13.0,5.0,0,full hd,1,81.0,barra,1,16.0,175.0,gsm,8.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j4-j400m-desbloqueado-dual-chip-gsm-16gb-android-8-0-preto/p,78
1498,smartphone lg k11 alpha lmx410btw desbloqueado gsm 16gb dual chip android 7.1 preto,649,2018,5.3,1,1,1,8.0,5.0,0,hd,1,0.87,barra,1,16.0,164.09353233830848,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k11-alpha-lmx410btw-desbloqueado-gsm-16gb-dual-chip-android-7-1-preto/p,55
1499,smartphone multilaser nb237 desbloqueado gsm dual chip 8gb android 5.0 dourado,639,2017,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,9.176614173228346,barra,1,8.0,154.9047619047619,gsm,5.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-nb237-desbloqueado-gsm-dual-chip-8gb-android-5-0-dourado/p,75
1504,smartphone samsung galaxy s iii gt-i8190 mini desbloqueado gsm android grafite,629,2013,4.8,1,0,1,8.0,0.0,1,rec_capacity_not_informed,0,1.0514285714285716,barra,1,16.0,133.0,gsm,2.3,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-s-iii-gt-i8190-mini-desbloqueado-gsm-android-grafite/p,116
1506,smartphone multilaser g max p9107 desbloqueado 32gb android 9.0 go preto,625,2020,6.0,1,1,1,5.0,5.0,0,rec_capacity_not_informed,0,3.96212962962963,barra,0,32.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-g-max-p9107-desbloqueado-32gb-android-9-0-go-preto/p,80
1507,smartphone positivo twist pro dual chip 32gb 3g preto,622,2019,5.7,1,0,1,0.0,8.0,0,rec_capacity_not_informed,1,3.422811501597444,barra,0,32.0,171.99525423728812,gsm,0.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-pro-dual-chip-32gb-3g-preto/p,31
1508,smartphone cce motion plus sk504 desbloqueado gsm android 4gb,620,2013,5.0,1,0,1,8.0,0.0,0,rec_capacity_not_informed,1,1.0514285714285716,barra,1,4.0,158.0,gsm,2.3,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-cce-motion-plus-sk504-desbloqueado-gsm-android-cartao-de-memoria-4gb/p,96
1509,smartphone multilaser ms40s nb252 desbloqueado gsm dual chip 8gb android 4.4 branco,619,2017,4.0,1,0,1,5.0,2.0,0,rec_capacity_not_informed,1,9.176614173228346,barra,0,8.0,154.9047619047619,gsm,4.4,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms40s-nb252-desbloqueado-gsm-dual-chip-8gb-android-4-4-branco/p,204
1511,smartphone qbex x-gray intel w510 desbloqueado gsm 3g android 4.4 16gb,609,2016,5.0,1,0,0,8.0,0.0,0,rec_capacity_not_informed,0,0.8,barra,1,16.0,160.0,gsm,4.4,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-qbex-x-gray-intel-desbloqueado-gsm-3g-android-4-4-16gb-cinza/p,43
1512,smartphone positivo twist s520 desbloqueado gsm dual chip 8gb android 6.0,609,2019,5.0,1,0,1,8.0,8.0,0,rec_capacity_not_informed,1,0.94,barra,1,8.0,149.0,gsm,6.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-s520-desbloqueado-gsm-dual-chip-8gb-android-6-0/p,6
1519,smartphone lenovo k8 plus desbloqueado gsm 32gb android 7.1 preto,609,2018,5.2,1,1,1,13.0,8.0,0,rec_capacity_not_informed,1,0.89,barra,1,32.0,165.0,gsm,7.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lenovo-k8-plus-desbloqueado-gsm-32gb-android-7-1-preto/p,75
1520,smartphone asus zenfone live l1 za550kl desbloqueado gsm 32gb azul,604,2019,5.5,1,1,1,13.0,5.0,0,rec_capacity_not_informed,0,3.422811501597444,barra,1,32.0,140.0,gsm,0.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-live-l1-za550kl-desbloqueado-gsm-dual-chip-32gb-azul/p,86
1524,smartphone samsung galaxy j2 prime sm-g532m desbloqueado gsm dual chip 4g 16gb android 6.0 rosa,599,2018,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,0.87,barra,1,16.0,160.0,gsm,6.0,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j2-prime-sm-g532m-desbloqueado-gsm-dual-chip-4g-16gb-android-6-0-rosa/p,75
1525,smartphone asus zenfone live l1 za550kl desbloqueado gsm dual chip 32gb dourado,599,2019,5.5,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,3.422811501597444,barra,1,32.0,140.0,gsm,0.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-live-l1-za550kl-desbloqueado-gsm-dual-chip-32gb-dourado/p,30
1526,smartphone positivo twist 2 pro s532 desbloqueado gsm dourado e preto,599,2019,5.7,1,1,1,8.0,8.0,0,4k,1,3.422811501597444,barra,0,32.0,171.99525423728812,gsm,0.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-2-pro-s532-desbloqueado-gsm-dourado-e-preto/p,94
1530,smartphone positivo twist s531 desbloqueado dual chip 32gb android 8.0 cinza,599,2018,5.2,1,0,1,8.0,8.0,0,rec_capacity_not_informed,1,0.99,barra,1,32.0,160.0,gsm,8.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-s531-desbloqueado-dual-chip-32gb-android-8-0-cinza/p,6
1533,smartphone sony xperia e4 dual desbloqueado gsm dual chip tv digital android branco,599,2015,5.0,1,0,1,5.0,0.0,0,rec_capacity_not_informed,1,0.8076470588235294,barra,0,8.0,144.0,gsm,2.3,0.0,0.0,sony,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-sony-xperia-e4-dual-desbloqueado-gsm-dual-chip-tv-digital-android-branco/p,219
1537,smartphone lg k11 alpha lmx410btw desbloqueado gsm 16gb dual chip android 7.1 dourado,599,2018,5.3,1,1,1,8.0,5.0,0,hd,1,0.87,barra,1,16.0,164.09353233830848,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k11-alpha-lmx410btw-desbloqueado-gsm-16gb-dual-chip-android-7-1-dourado/p,55
1538,smartphone samsung galaxy ace 4 lite duos sm-g313m dual chip desbloqueado gsm android,599,2014,4.0,1,0,1,3.0,0.0,0,vga,1,1.2,barra,1,4.0,118.0,gsm,2.3,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-ace-4-lite-duos-sm-g313m-dual-chip-desbloqueado-gsm-android/p,19
1539,smartphone multilaser nb716 ms60f desbloqueado dual chip 16gb android 7.0 dourado,599,2018,5.5,1,1,1,8.0,8.0,0,rec_capacity_not_informed,1,3.1163013698630135,barra,0,16.0,164.09353233830848,gsm,7.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-nb716-ms60f-desbloqueado-dual-chip-16gb-android-7-0-dourado/p,157
1540,celular tcl 5152d c5 desbloqueado dual chip gsm 32gb android 8.1 preto,599,2018,5.5,1,1,1,13.0,0.0,0,4k,1,0.85,barra,1,32.0,145.0,gsm,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-tcl-5152d-c5-desbloqueado-dual-chip-gsm-32gb-android-8-1-preto/p,68
1543,smartphone asus zenfone max m1 desbloqueado gsm 32gb dual chip android 7 dourado,599,2018,5.2,1,1,1,13.0,8.0,0,hd,1,0.87,barra,1,32.0,156.0,gsm,7.0,0.0,0.0,asus,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-max-m1-desbloqueado-gsm-32gb-dual-chip-android-7-dourado/p,55
1544,smartphone alcatel a2 xl hd desbloqueado gsm dual chip 16gb android 5.1,599,2017,6.0,1,0,1,8.0,13.0,0,rec_capacity_not_informed,0,0.79,barra,1,16.0,179.0,gsm,5.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-alcatel-a2-xl-hd-desbloqueado-gsm-dual-chip-16gb-android-5-1/p,131
1545,smartphone lg k5 x220dsh desbloqueado gsm dual chip 8gb android 5.1,596,2017,5.0,1,0,1,5.0,2.0,0,rec_capacity_not_informed,1,0.93,barra,0,8.0,255.0,gsm,5.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k5-x220dsh-desbloqueado-gsm-dual-chip-8gb-android-5-1/p,110
1546,smartphone multilaser ms60f p9056 desbloqueado dual chip gsm 16gb android 7.0 dourado e branco,595,2018,5.5,1,1,1,8.0,8.0,0,rec_capacity_not_informed,1,3.1163013698630135,barra,1,16.0,164.09353233830848,gsm,7.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms60f-p9056-desbloqueado-dual-chip-gsm-16gb-android-7-0-dourado-e-branco/p,75
1549,smartphone samsung galaxy j2 core sm-j260m desbloqueado gsm dual chip 16gb android 8.1 prata,579,2019,5.0,1,1,1,8.0,5.0,0,full hd,1,0.8,barra,1,16.0,154.0,gsm,8.1,0.0,0.0,samsung,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-samsung-galaxy-j2-core-sm-j260m-desbloqueado-gsm-dual-chip-16gb-android-8-1-prata/p,21
1550,smartphone lg k8 plus desbloqueado lmx120bmw 16gb dual chip android 7.1 azul,579,2019,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,3.422811501597444,barra,1,16.0,171.99525423728812,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k8-plus-desbloqueado-lmx120bmw-16gb-dual-chip-android-7-1-azul/p,183
1551,celular smartphone multilaser ms60x nb737 16gb android desbloqueado gsm preto,579,2019,5.7,1,0,0,0.0,0.0,0,rec_capacity_not_informed,0,3.422811501597444,barra,0,16.0,171.99525423728812,gsm,0.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/celular-smartphone-multilaser-ms60x-nb737-16gb-android-desbloqueado-gsm-preto/p,197
1552,smartphone lg k8 plus desbloqueado lmx120bmw dual chip 16gb android 7.1 platinum,579,2019,5.0,1,1,1,8.0,5.0,0,rec_capacity_not_informed,1,3.422811501597444,barra,1,16.0,171.99525423728812,gsm,7.1,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k8-plus-desbloqueado-lmx120bmw-dual-chip-16gb-android-7-1-platinum/p,183
1553,smartphone multilaser ms50r p9507 desbloqueado gsm dual chip 8gb android 5.0 dourado,578,2017,5.0,1,0,1,8.0,5.0,0,rec_capacity_not_informed,1,1.6,barra,1,8.0,154.9047619047619,gsm,5.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms50r-p9507-desbloqueado-gsm-dual-chip-8gb-android-5-0-dourado/p,184
1557,smartphone lg k8 2017 x240ds desbloqueado gsm 16gb chip dual android 6.0 indigo,575,2017,5.0,1,1,1,13.0,5.0,0,rec_capacity_not_informed,1,0.8,barra,1,16.0,147.0,gsm,6.0,0.0,0.0,lg,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-lg-k8-2017-x240ds-desbloqueado-gsm-16gb-chip-dual-android-6-0-indigo/p,215
1564,smartphone multilaser f pro p9118 dual chip 16gb android 9 preto,569,2020,5.5,1,1,1,5.0,5.0,0,rec_capacity_not_informed,1,3.96212962962963,barra,1,16.0,161.71428571428572,tec_not_informed,9.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-f-pro-p9118-dual-chip-16gb-android-9-preto/p,1
1565,smartphone tcl l10 desbloqueado 32gb android 9.0 preto,569,2019,5.5,1,1,1,16.0,8.0,0,rec_capacity_not_informed,0,0.86,barra,1,32.0,146.0,tec_not_informed,9.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-tcl-l10-desbloqueado-32gb-android-9-0-preto/p,108
1566,"smartphone asus zenfone live zb551kl dtv 16gb 5.5"" 4g dual chip android 5.1 dourado",569,2016,5.5,1,1,1,13.0,0.0,0,hd,1,1.0,barra,1,16.0,160.0,tec_not_informed,5.1,0.0,0.0,asus,0,0,0,0,0,0,1,0,0,0,https://www.jacotei.com.br/smartphone-asus-zenfone-live-zb551kl-dtv-16gb-5-5-4g-dual-chip-android-5-1-dourado/p,190
1567,smartphone multilaser ms55m colors p9047 desbloqueado gsm 16gb android 7.0 branco,569,2018,5.5,1,1,1,8.0,8.0,0,rec_capacity_not_informed,1,0.9,barra,1,16.0,164.09353233830848,gsm,7.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms55m-colors-p9047-desbloqueado-gsm-16gb-android-7-0-branco/p,75
1571,smartphone tcl l9 plus desbloqueado dual chip 32g tv digital android 9.0 preto,565,2019,5.5,1,1,1,8.0,5.0,1,rec_capacity_not_informed,1,0.91,barra,1,32.0,130.0,tec_not_informed,9.0,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-tcl-l9-plus-desbloqueado-dual-chip-32g-tv-digital-android-9-0-preto/p,196
1587,smartphone multilaser ms50g nb731 desbloqueado 8gb android 8.1 branco e dourado,556,2018,5.5,1,0,1,8.0,5.0,0,hd,0,3.1163013698630135,barra,0,8.0,164.09353233830848,gsm,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-ms50g-nb731-desbloqueado-8gb-android-8-1-branco-e-dourado/p,35
1590,smartphone positivo twist s520 m desbloqueado gsm dual chip 8gb android 6.0 azul,550,2017,5.0,1,0,1,8.0,5.0,0,rec_capacity_not_informed,1,0.94,barra,1,16.0,149.0,gsm,6.0,0.0,0.0,positivo,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-positivo-twist-s520-m-desbloqueado-gsm-dual-chip-8gb-android-6-0-azul/p,184
1592,smartphone multilaser p9082 ms60x desbloqueado 16gb android 8.1 dourado e branco,550,2019,5.7,1,1,1,13.0,8.0,0,rec_capacity_not_informed,0,0.82,barra,1,16.0,142.0,gsm,8.1,0.0,0.0,other,1,0,0,0,0,0,0,0,0,0,https://www.jacotei.com.br/smartphone-multilaser-p9082-ms60x-desbloquead-16gb-android-8-1-dourado-e-branco/p,86
